Category,Genus,Species,Subspecies,Common Name,Number of Donors,Total Number of Samples,Number of Oligosaccharides Identified,Analytical Method,1st Author,Year,PubMed ID,DOI,Link,Oligosaccharides
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,1_1_0_0_1d
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,1_1_0_0_1e
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,1_1_0_1_1a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,2_0_0_0_1d
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,2_0_0_1_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,2_0_0_1_0b
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,2_1_0_0_0k
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,2_1_0_1_0f
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,2_2_0_0_0c
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,2_2_0_0_0d
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,2_2_0_0_0e
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_0_0_0_0f
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_0_0_0_0g
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_0_0_0_0h
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_0_0_0_0i
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_0_0_1_0g
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_0_0_1_0h
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_1_0_0_0f
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_1_0_0_0g
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_1_0_0_0h
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_1_0_0_0i
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_1_0_1_0f
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_2_0_0_0f
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_2_0_0_0g
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_2_0_1_0b
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_3_0_0_0c
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_4_1_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_5_0_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_6_0_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,3_6_1_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_0_0_0_0e
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_1_0_0_0g
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_1_0_0_0h
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_1_0_1_0g
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_2_0_0_0g
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_2_0_0_0h
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_3_0_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_4_0_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_4_1_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_5_0_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,4_5_1_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,5_2_0_0_0c
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,5_2_0_1_0c
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,5_4_0_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,5_4_1_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,6_0_0_0_0b
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,6_0_0_0_0c
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,6_2_0_0_0d
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,7_0_0_0_0a
Even-toed Ungulates,Bos,Tarus,,Cow,892,892,52,"LC-MS, MALDI-MS",Sundekilde,2012,,10.1021/jf300015j,https://pubs.acs.org/doi/10.1021/jf300015j,7_0_0_0_0b
Even-toed Ungulates,Bos,Tarus,,Cow,2,10,5,HPAEC-PAD,McJarrow,2004,,10.1016/j.idairyj.2003.11.006,https://www.sciencedirect.com/science/article/pii/S0958694603002565,1_1_0_1_0b
Even-toed Ungulates,Bos,Tarus,,Cow,2,10,5,HPAEC-PAD,McJarrow,2004,,10.1016/j.idairyj.2003.11.006,https://www.sciencedirect.com/science/article/pii/S0958694603002565,2_0_0_1_0a
Even-toed Ungulates,Bos,Tarus,,Cow,2,10,5,HPAEC-PAD,McJarrow,2004,,10.1016/j.idairyj.2003.11.006,https://www.sciencedirect.com/science/article/pii/S0958694603002565,2_0_0_1_0b
Even-toed Ungulates,Bos,Tarus,,Cow,2,10,5,HPAEC-PAD,McJarrow,2004,,10.1016/j.idairyj.2003.11.006,https://www.sciencedirect.com/science/article/pii/S0958694603002565,2_0_0_2_0a
Even-toed Ungulates,Bos,Tarus,,Cow,2,10,5,HPAEC-PAD,McJarrow,2004,,10.1016/j.idairyj.2003.11.006,https://www.sciencedirect.com/science/article/pii/S0958694603002565,2_1_0_0_0k
Even-toed Ungulates,Bos,grunniens,,Yak,5,5,6,HPAEC-PAD,Wang,2020,,10.1016/j.idairyj.2020.104727,"https://www.sciencedirect.com/science/article/pii/S0958694620300972#:~:text=In%20this%20study%2C%2012%20kinds,than%20that%20of%20human%20milk.",2_0_0_1_0a
Even-toed Ungulates,Bos,grunniens,,Yak,5,5,6,HPAEC-PAD,Wang,2020,,10.1016/j.idairyj.2020.104727,"https://www.sciencedirect.com/science/article/pii/S0958694620300972#:~:text=In%20this%20study%2C%2012%20kinds,than%20that%20of%20human%20milk.",2_0_0_1_0b
Even-toed Ungulates,Bos,grunniens,,Yak,5,5,6,HPAEC-PAD,Wang,2020,,10.1016/j.idairyj.2020.104727,"https://www.sciencedirect.com/science/article/pii/S0958694620300972#:~:text=In%20this%20study%2C%2012%20kinds,than%20that%20of%20human%20milk.",2_0_1_0_0b
Even-toed Ungulates,Bos,grunniens,,Yak,5,5,6,HPAEC-PAD,Wang,2020,,10.1016/j.idairyj.2020.104727,"https://www.sciencedirect.com/science/article/pii/S0958694620300972#:~:text=In%20this%20study%2C%2012%20kinds,than%20that%20of%20human%20milk.",3_1_0_0_0b
Even-toed Ungulates,Bos,grunniens,,Yak,5,5,6,HPAEC-PAD,Wang,2020,,10.1016/j.idairyj.2020.104727,"https://www.sciencedirect.com/science/article/pii/S0958694620300972#:~:text=In%20this%20study%2C%2012%20kinds,than%20that%20of%20human%20milk.",3_1_1_0_0a
Even-toed Ungulates,Bos,grunniens,,Yak,5,5,6,HPAEC-PAD,Wang,2020,,10.1016/j.idairyj.2020.104727,"https://www.sciencedirect.com/science/article/pii/S0958694620300972#:~:text=In%20this%20study%2C%2012%20kinds,than%20that%20of%20human%20milk.",4_2_0_0_0d
Even-toed Ungulates,Bos,grunniens,,Yak,1,1,2,NMR,"Singh, AK",2016,,10.1016/j.molstruc.2015.11.061,https://www.sciencedirect.com/science/article/pii/S0022286015304658,3_2_0_0_0m
Even-toed Ungulates,Bos,grunniens,,Yak,1,1,2,NMR,"Singh, AK",2016,,10.1016/j.molstruc.2015.11.061,https://www.sciencedirect.com/science/article/pii/S0022286015304658,5_2_0_0_0f
Even-toed Ungulates,Bos,grunniens,,Yak,1,1,2,NMR,"Singh, M",2016,,10.1016/j.molstruc.2016.03.065,https://www.sciencedirect.com/science/article/pii/S0022286016302617,1_2_0_0_0e
Even-toed Ungulates,Bos,grunniens,,Yak,1,1,2,NMR,"Singh, M",2016,,10.1016/j.molstruc.2016.03.065,https://www.sciencedirect.com/science/article/pii/S0022286016302617,4_2_0_0_0i
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,1_1_0_1_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,1_1_0_1_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_0_0_0_1a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_0_0_0_1b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_0_0_1_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_0_0_1_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_0_0_2_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_0_1_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_1_0_0_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_1_0_0_0c
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,2_4_0_0_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_0_0_0_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_0_0_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_0_0_0_0e
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_0_0_0_1a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_0_0_1_0g
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_0_0_1_0h
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_0_0_2_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_0_0_2_0e
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_1_0_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_1_0_0_0c
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_1_0_0_0f
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_1_0_1_0c
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_2_0_0_0f
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_2_0_0_0g
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_3_0_0_0c
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_3_0_0_0d
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,3_3_0_1_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_0_0_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_0_0_0_0c
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_0_0_1_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_0_0_2_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_1_0_0_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_1_0_0_0g
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_1_0_1_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_1_0_1_0g
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_1_1_1_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_0_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_0_0_0d
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_0_1_0c
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_0_1_0d
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_0_1_0e
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_0_1_0n
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_2_0_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_2_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_2_2_0_0i
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,4_3_1_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,5_0_0_0_0c
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,unknown,unknown,49,LC-MS,Remoroza,2020,,10.1021/acs.analchem.0c00342,https://pubs.acs.org/doi/full/10.1021/acs.analchem.0c00342,5_2_1_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,1,1,3,"NMR, MALDI-MS",Mineguchi,2018,30467790,10.1007/s10719-018-9849-0,https://link.springer.com/article/10.1007/s10719-018-9849-0,3_0_0_0_0a
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,1,1,3,"NMR, MALDI-MS",Mineguchi,2018,30467790,10.1007/s10719-018-9849-0,https://link.springer.com/article/10.1007/s10719-018-9849-0,3_0_0_0_0b
Even-toed Ungulates,Bubalus,bubalis,,Water Buffalo,1,1,3,"NMR, MALDI-MS",Mineguchi,2018,30467790,10.1007/s10719-018-9849-0,https://link.springer.com/article/10.1007/s10719-018-9849-0,4_0_0_0_0a
Even-toed Ungulates,Ovis,aires,,Sheep,20,pooled,32,LC-MS,Shi,2021,34928137,10.1021/acs.jafc.1c05872,https://pubs.acs.org/doi/10.1021/acs.jafc.1c05872,1_1_0_0_1d
Even-toed Ungulates,Ovis,aires,,Sheep,20,pooled,32,LC-MS,Shi,2021,34928137,10.1021/acs.jafc.1c05872,https://pubs.acs.org/doi/10.1021/acs.jafc.1c05872,1_2_0_0_0a
Even-toed Ungulates,Ovis,aires,,Sheep,20,pooled,32,LC-MS,Shi,2021,34928137,10.1021/acs.jafc.1c05872,https://pubs.acs.org/doi/10.1021/acs.jafc.1c05872,2_0_0_0_1d
Even-toed Ungulates,Ovis,aires,,Sheep,20,pooled,32,LC-MS,Shi,2021,34928137,10.1021/acs.jafc.1c05872,https://pubs.acs.org/doi/10.1021/acs.jafc.1c05872,2_0_0_0_2c
Even-toed Ungulates,Ovis,aires,,Sheep,20,pooled,32,LC-MS,Shi,2021,34928137,10.1021/acs.jafc.1c05872,https://pubs.acs.org/doi/10.1021/acs.jafc.1c05872,2_0_0_1_0c
Even-toed Ungulates,Ovis,aires,,Sheep,20,pooled,32,LC-MS,Shi,2021,34928137,10.1021/acs.jafc.1c05872,https://pubs.acs.org/doi/10.1021/acs.jafc.1c05872,2_0_0_1_1c
