Category,Genus,Species,Subspecies,Common Name,Number of Donors,Total Number of Samples,Number of Oligosaccharides Identified,Analytical Method,1st Author,Year,PubMed ID,DOI,Link,Oligosaccharides
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_0_0_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_0_0_0b
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_0_1_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_0_1_0b
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_0_1_0c
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_0_2_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_0_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_0_0b
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_0_0c
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_0_0e
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_0_0f
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_1_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_1_0g
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_1_0h
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_2_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_1_2_0b
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_2_0_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_2_0_0b
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_1_2_0_0e
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_2_1_0_0h
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,3_2_2_0_0c
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_1_1_1_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_0_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_0_0b
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_0_0c
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_0_0d
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_1_0a
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_1_0c
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_1_0d
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_1_0g
Human,Homo,sapien,,Human,Review,Review,157,Review,Chen,2015,26613816,10.1016/bs.accb.2015.08.002,https://www.sciencedirect.com/science/article/pii/S0065231815000049?via%3Dihub,4_2_0_1_0h
